Date and time,Mode,Distance,Duration,Price
2022-08-14 17:09,Bus,7.8,0.49,2.0
2022-04-27 16:58,Bus,7.5,0.28,2.0
2022-05-20 18:25,Bus,1.9,0.08,2.0
2022-09-14 06:33,Bus,2.4,0.09,2.0
2022-06-21 20:21,Bus,1.6,0.07,2.0
2022-02-23 18:52,Bus,1.6,0.06,2.0
2022-12-11 09:13,Bus,7.1,0.22,2.0
2022-04-15 06:34,Bus,3.1,0.12,2.0
2022-11-09 16:35,Bus,7.3,0.36,2.0
2022-12-19 08:54,Bus,6.8,0.3,2.0
2022-08-14 17:40,Bus,1.4,0.06,2.0
2022-08-15 17:42,Bus,4.6,0.15,2.0
2022-04-23 19:19,Bus,1.4,0.05,2.0
2022-08-01 19:00,Bus,2.7,0.1,2.0
2022-07-30 23:25,Bus,6.5,0.24,2.0
2022-07-16 12:23,Bus,2.6,0.1,2.0
2022-03-04 21:07,Bus,4.5,0.17,2.0
2022-02-27 08:39,Bus,1.2,0.04,2.0
2022-03-13 13:58,Bus,3.4,0.11,2.0
2022-02-15 12:30,Bus,6.8,0.27,2.0
2022-11-11 20:40,Bus,2.3,0.1,2.0
2022-07-29 18:13,Bus,4.6,0.15,2.0
2022-03-22 17:32,Bus,0.7,0.04,2.0
2022-07-07 19:20,Bus,5.2,0.29,2.0
2022-06-15 23:34,Bus,9.0,0.33,2.0
2022-06-03 17:47,Bus,1.8,0.09,2.0
2022-10-15 11:46,Bus,2.2,0.08,2.0
2022-05-22 09:27,Bus,8.9,0.36,2.0
2022-05-23 18:21,Bus,3.2,0.12,2.0
2022-11-15 19:14,Bus,1.0,0.04,2.0
2022-12-26 17:33,Bus,2.1,0.08,2.0
2022-12-23 21:36,Bus,1.6,0.07,2.0
2022-08-23 19:10,Bus,1.8,0.08,2.0
2022-08-02 08:32,Bus,3.0,0.14,2.0
2022-06-19 18:58,Bus,1.4,0.06,2.0
2022-07-23 08:02,Bus,2.1,0.1,2.0
2022-07-26 10:43,Bus,2.8,0.13,2.0
2022-08-09 17:36,Bus,1.0,0.04,2.0
2022-06-22 08:15,Bus,1.7,0.1,2.0
2022-04-28 13:38,Bus,2.3,0.09,2.0
2022-07-12 11:51,Bus,5.3,0.18,2.0
2022-06-28 07:50,Bus,3.3,0.16,2.0
2022-01-24 10:59,Bus,7.5,0.24,2.0
2022-06-16 18:21,Bus,2.9,0.09,2.0
2022-07-07 08:26,Bus,1.4,0.07,2.0
2022-05-15 15:32,Bus,3.0,0.12,2.0
2022-01-25 20:38,Bus,5.9,0.24,2.0
2022-05-20 19:04,Bus,2.3,0.08,2.0
2022-06-04 08:38,Bus,2.0,0.11,2.0
2022-07-30 18:25,Bus,0.9,0.04,2.0
2022-02-18 21:48,Bus,4.6,0.14,2.0
2022-02-10 21:57,Bus,2.4,0.09,2.0
2022-01-29 07:23,Bus,1.0,0.04,2.0
2022-09-09 19:12,Bus,2.5,0.09,2.0
2022-06-01 16:08,Bus,0.6,0.02,2.0
2022-09-02 22:00,Bus,1.4,0.06,2.0
2022-08-12 12:34,Bus,2.9,0.14,2.0
2022-11-29 10:27,Bus,4.1,0.17,2.0
2022-07-01 23:16,Bus,1.8,0.07,2.0
2022-06-08 20:50,Bus,2.0,0.07,2.0
2022-12-31 11:51,Bus,6.4,0.26,2.0
2022-06-21 23:56,Bus,1.4,0.04,2.0
2022-07-28 18:33,Bus,9.3,0.3,2.0
2022-08-30 11:32,Bus,2.0,0.07,2.0
2022-05-18 08:15,Bus,3.4,0.13,2.0
2022-05-17 19:42,Bus,2.8,0.12,2.0
2022-05-16 13:38,Bus,6.1,0.23,2.0
2022-07-29 12:25,Bus,6.9,0.34,2.0
2022-03-24 20:13,Bus,2.2,0.07,2.0
2022-12-03 19:49,Bus,3.7,0.16,2.0
2022-07-05 17:57,Bus,1.7,0.09,2.0
2022-09-26 11:09,Bus,0.6,0.02,2.0
2022-03-02 10:58,Bus,4.6,0.2,2.0
2022-12-06 09:48,Bus,4.4,0.16,2.0
2022-07-21 08:13,Bus,0.7,0.03,2.0
2022-10-27 10:11,Bus,1.3,0.06,2.0
2022-06-20 20:51,Bus,2.6,0.1,2.0
2022-02-11 22:48,Bus,1.6,0.06,2.0
2022-07-01 08:19,Bus,2.0,0.1,2.0
2022-11-09 10:02,Bus,4.1,0.15,2.0
2022-05-31 18:09,Bus,2.3,0.1,2.0
2022-09-28 19:06,Bus,3.9,0.15,2.0
2022-01-22 19:10,Bus,1.7,0.06,2.0
2022-04-10 13:05,Bus,11.9,0.43,2.0
2022-09-05 14:12,Bus,4.1,0.17,2.0
2022-05-13 21:05,Bus,7.8,0.23,2.0
2022-10-11 08:05,Bus,2.5,0.17,2.0
2022-06-24 20:48,Bus,2.0,0.07,2.0
2022-06-15 14:41,Bus,5.7,0.2,2.0
2022-08-06 18:37,Bus,7.2,0.26,2.0
2022-08-29 23:41,Bus,1.1,0.04,2.0
2022-10-26 08:31,Bus,2.4,0.12,2.0
2022-01-04 18:59,Bus,3.3,0.11,2.0
2022-01-01 11:35,Bus,2.4,0.09,2.0
2022-07-01 08:04,Bus,2.6,0.11,2.0
2022-07-21 18:49,Bus,2.0,0.1,2.0
2022-02-12 22:49,Bus,0.6,0.02,2.0
2022-07-28 16:35,Bus,1.9,0.08,2.0
2022-07-06 09:31,Bus,4.2,0.16,2.0
2022-08-20 20:57,Bus,2.0,0.08,2.0
2022-08-16 19:46,Bus,2.8,0.1,2.0
2022-09-26 20:18,Bus,2.3,0.09,2.0
2022-04-13 08:06,Bus,11.3,0.4,2.0
2022-11-22 12:41,Bus,3.8,0.15,2.0
2022-10-23 06:01,Bus,3.2,0.13,2.0
2022-09-28 16:35,Bus,5.4,0.25,2.0
2022-07-27 15:43,Bus,5.5,0.21,2.0
2022-03-17 16:24,Bus,4.9,0.19,2.0
2022-10-12 18:08,Bus,3.5,0.17,2.0
2022-06-15 22:08,Bus,4.9,0.15,2.0
2022-04-07 10:14,Bus,1.4,0.05,2.0
2022-01-26 22:17,Bus,2.3,0.08,2.0
2022-02-15 18:15,Bus,4.1,0.18,2.0
2022-03-15 09:07,Bus,3.5,0.16,2.0
2022-02-23 13:33,Bus,3.9,0.13,2.0
2022-12-25 08:15,Bus,3.4,0.15,2.0
2022-08-04 18:22,Bus,0.8,0.03,2.0
2022-06-22 15:58,Bus,2.4,0.08,2.0
2022-11-09 19:37,Bus,2.6,0.1,2.0
2022-05-05 08:07,Bus,3.8,0.13,2.0
2022-08-29 09:01,Bus,3.8,0.3,2.0
2022-05-02 16:13,Bus,6.2,0.44,2.0
2022-09-09 19:08,Bus,3.8,0.15,2.0
2022-10-05 17:59,Bus,2.0,0.07,2.0
2022-01-19 19:07,Bus,1.9,0.09,2.0
2022-09-20 13:31,Bus,0.8,0.03,2.0
2022-01-06 15:42,Bus,1.8,0.06,2.0
2022-10-06 16:47,Bus,2.6,0.12,2.0
2022-07-09 20:54,Bus,0.6,0.02,2.0
2022-02-18 08:20,Bus,0.6,0.03,2.0
2022-10-25 18:30,Bus,0.9,0.03,2.0
2022-10-02 11:38,Bus,1.6,0.05,2.0
2022-02-05 17:52,Bus,3.1,0.11,2.0
2022-04-20 22:41,Bus,4.8,0.15,2.0
2022-09-09 07:32,Bus,6.5,0.36,2.0
2022-11-01 19:08,Bus,13.1,0.41,2.0
2022-06-04 21:35,Bus,2.7,0.15,2.0
2022-11-26 21:24,Bus,2.0,0.09,2.0
2022-07-19 21:17,Bus,2.6,0.11,2.0
2022-01-22 12:39,Bus,5.8,0.23,2.0
2022-07-06 18:22,Bus,3.1,0.09,2.0
2022-01-01 13:03,Bus,3.4,0.14,2.0
2022-07-04 12:36,Bus,4.7,0.14,2.0
2022-07-20 14:27,Bus,3.3,0.12,2.0
2022-04-13 17:54,Bus,3.8,0.16,2.0
2022-06-08 18:26,Bus,1.6,0.07,2.0
2022-01-28 13:25,Bus,5.6,0.23,2.0
2022-06-12 19:27,Bus,0.9,0.04,2.0
2022-06-08 17:24,Bus,6.6,0.27,2.0
2022-07-11 21:19,Bus,2.7,0.09,2.0
2022-05-25 22:40,Bus,4.4,0.13,2.0
2022-10-08 09:27,Bus,4.8,0.22,2.0
2022-06-09 20:39,Bus,0.6,0.02,2.0
2022-02-27 14:45,Bus,7.1,0.27,2.0
2022-10-15 15:10,Bus,2.4,0.14,2.0
2022-07-29 11:25,Bus,1.4,0.05,2.0
2022-07-19 18:14,Bus,3.7,0.22,2.0
2022-04-22 22:46,Bus,4.6,0.32,2.0
2022-11-23 09:49,Bus,3.7,0.14,2.0
2022-03-22 14:53,Bus,4.0,0.18,2.0
2022-10-16 10:11,Bus,1.4,0.06,2.0
2022-04-20 10:46,Bus,4.8,0.16,2.0
2022-05-15 18:09,Bus,3.7,0.14,2.0
2022-11-26 09:52,Bus,5.4,0.19,2.0
2022-09-09 20:31,Bus,4.5,0.18,2.0
2022-06-06 09:05,Bus,4.7,0.24,2.0
2022-06-04 15:41,Bus,2.6,0.08,2.0
2022-05-14 21:29,Bus,3.2,0.14,2.0
2022-03-14 21:20,Bus,1.8,0.07,2.0
2022-06-10 15:11,Bus,1.3,0.04,2.0
2022-09-08 16:55,Bus,0.8,0.04,2.0
2022-06-25 20:02,Bus,1.2,0.04,2.0
2022-02-27 20:34,Bus,3.8,0.19,2.0
2022-07-11 20:13,Bus,1.9,0.07,2.0
2022-06-20 14:36,Bus,2.9,0.09,2.0
2022-06-29 19:56,Bus,1.0,0.04,2.0
2022-08-03 20:26,Bus,1.0,0.05,2.0
2022-09-09 18:50,Bus,1.4,0.06,2.0
2022-05-21 22:25,Bus,8.1,0.49,2.0
2022-05-12 21:26,Bus,2.7,0.11,2.0
2022-12-02 09:55,Bus,1.8,0.06,2.0
2022-05-02 10:58,Bus,3.4,0.1,2.0
2022-05-31 17:06,Bus,8.3,0.29,2.0
2022-09-14 14:50,Bus,8.1,0.26,2.0
2022-08-29 08:32,Bus,4.0,0.18,2.0
2022-11-06 08:29,Bus,3.4,0.16,2.0
2022-10-14 08:43,Bus,2.6,0.12,2.0
2022-04-30 23:24,Bus,0.7,0.02,2.0
2022-06-05 21:00,Bus,1.3,0.06,2.0
2022-07-08 19:42,Bus,2.0,0.07,2.0
2022-05-19 09:48,Bus,4.6,0.19,2.0
2022-05-25 20:19,Bus,2.9,0.11,2.0
2022-11-02 08:07,Bus,1.5,0.09,2.0
2022-08-24 10:25,Bus,5.1,0.2,2.0
2022-04-22 18:52,Bus,3.0,0.12,2.0
2022-07-01 10:21,Bus,5.2,0.21,2.0
2022-12-09 19:44,Bus,0.6,0.03,2.0
2022-06-16 17:52,Bus,5.0,0.19,2.0
2022-06-17 14:12,Bus,7.4,0.36,2.0
2022-08-31 08:39,Bus,2.7,0.19,2.0
2022-12-12 22:52,Bus,7.7,0.32,2.0
2022-07-06 19:23,Bus,1.0,0.04,2.0
2022-12-30 14:12,Bus,1.7,0.08,2.0
2022-03-15 08:51,Bus,3.0,0.18,2.0
2022-07-31 16:42,Bus,2.1,0.09,2.0
2022-06-09 16:47,Bus,1.5,0.06,2.0
2022-12-06 08:25,Bus,4.2,0.2,2.0
2022-02-24 09:54,Bus,1.2,0.05,2.0
2022-04-13 09:34,Bus,0.8,0.03,2.0
2022-11-07 08:22,Bus,5.1,0.28,2.0
2022-11-01 07:12,Bus,2.6,0.1,2.0
2022-06-16 21:05,Bus,7.1,0.23,2.0
2022-10-08 18:52,Bus,1.4,0.05,2.0
2022-08-20 20:09,Bus,3.8,0.15,2.0
2022-07-26 22:52,Bus,3.7,0.12,2.0
2022-07-09 10:39,Bus,2.8,0.13,2.0
2022-10-14 18:44,Bus,2.5,0.09,2.0
2022-08-26 07:33,Bus,3.1,0.17,2.0
2022-08-10 11:10,Bus,6.3,0.39,2.0
2022-07-28 19:31,Bus,2.5,0.1,2.0
2022-02-03 07:09,Bus,7.6,0.28,2.0
2022-06-03 23:20,Bus,4.6,0.18,2.0
2022-12-25 23:23,Bus,3.6,0.15,2.0
2022-02-19 21:47,Bus,3.3,0.09,2.0
2022-07-15 21:04,Bus,1.2,0.07,2.0
2022-06-03 20:35,Bus,3.8,0.14,2.0
2022-08-19 20:12,Bus,0.8,0.03,2.0
2022-11-30 21:53,Bus,2.4,0.08,2.0
2022-06-06 20:14,Bus,2.8,0.11,2.0
2022-07-02 19:18,Bus,2.6,0.1,2.0
2022-08-26 18:19,Bus,1.8,0.07,2.0
2022-09-04 11:53,Bus,5.7,0.2,2.0
2022-12-24 13:21,Bus,4.5,0.16,2.0
2022-01-14 21:15,Bus,4.6,0.16,2.0
2022-04-16 18:12,Bus,4.6,0.22,2.0
2022-05-27 19:27,Bus,4.4,0.19,2.0
2022-01-08 14:25,Bus,2.3,0.08,2.0
2022-05-29 11:29,Bus,2.7,0.09,2.0
2022-07-12 12:37,Bus,5.3,0.24,2.0
2022-07-02 10:50,Bus,3.0,0.13,2.0
2022-12-31 09:28,Bus,2.7,0.1,2.0
2022-04-29 10:49,Bus,1.4,0.05,2.0
2022-10-08 20:21,Bus,2.0,0.1,2.0
2022-08-24 07:15,Bus,3.2,0.13,2.0
2022-07-05 09:49,Bus,2.1,0.06,2.0
2022-11-23 20:27,Bus,2.9,0.1,2.0
2022-02-15 12:53,Bus,2.1,0.09,2.0
2022-04-11 22:26,Bus,2.4,0.09,2.0
2022-05-24 18:23,Bus,3.6,0.18,2.0
2022-11-13 08:11,Bus,4.8,0.22,2.0
2022-05-19 17:56,Bus,2.1,0.09,2.0
2022-12-10 15:15,Bus,3.7,0.12,2.0
2022-12-31 08:52,Bus,0.9,0.04,2.0
2022-08-29 22:42,Bus,4.0,0.13,2.0
2022-11-10 17:37,Bus,1.4,0.06,2.0
2022-09-26 11:27,Bus,1.1,0.04,2.0
2022-08-26 20:51,Bus,5.2,0.24,2.0
2022-08-18 09:18,Bus,4.0,0.18,2.0
2022-11-14 12:54,Bus,13.2,0.65,2.0
2022-06-30 07:20,Bus,1.5,0.05,2.0
2022-10-27 08:33,Bus,1.7,0.11,2.0
2022-01-11 11:55,Bus,9.4,0.33,2.0
2022-05-09 20:07,Bus,9.9,0.32,2.0
2022-06-26 10:12,Bus,7.9,0.35,2.0
2022-02-01 09:08,Bus,6.9,0.41,2.0
2022-12-01 20:32,Bus,4.1,0.16,2.0
2022-08-17 18:27,Bus,2.1,0.08,2.0
2022-08-24 10:25,Bus,1.6,0.06,2.0
2022-04-27 18:25,Bus,4.5,0.17,2.0
2022-09-06 20:54,Bus,2.3,0.08,2.0
2022-06-10 19:09,Bus,5.1,0.2,2.0
2022-09-03 19:46,Bus,1.8,0.09,2.0
2022-03-25 15:03,Bus,5.1,0.17,2.0
2022-11-19 08:19,Bus,1.2,0.06,2.0
2022-08-19 21:59,Bus,3.1,0.12,2.0
2022-08-10 14:27,Bus,7.9,0.23,2.0
2022-03-24 11:44,Bus,1.0,0.06,2.0
2022-08-28 12:42,Bus,5.0,0.13,2.0
2022-07-08 19:14,Bus,3.2,0.13,2.0
2022-06-25 16:19,Bus,1.3,0.06,2.0
2022-03-27 11:48,Bus,1.0,0.06,2.0
2022-03-18 18:42,Bus,1.7,0.06,2.0
2022-09-02 11:28,Bus,3.3,0.18,2.0
2022-06-06 09:17,Bus,3.3,0.13,2.0
2022-06-15 20:56,Bus,2.9,0.11,2.0
2022-12-23 09:50,Bus,5.0,0.19,2.0
2022-10-21 12:24,Bus,1.1,0.04,2.0
2022-04-13 16:48,Bus,3.0,0.13,2.0
2022-11-30 18:39,Bus,2.3,0.1,2.0
2022-06-30 14:16,Bus,1.3,0.04,2.0
2022-06-15 22:33,Bus,3.8,0.17,2.0
2022-09-14 19:01,Bus,3.6,0.16,2.0
2022-01-05 22:54,Bus,2.1,0.09,2.0
2022-03-21 07:50,Bus,4.3,0.24,2.0
2022-06-05 20:50,Bus,2.7,0.09,2.0
2022-10-14 09:24,Bus,3.1,0.13,2.0
2022-08-13 07:05,Bus,0.7,0.03,2.0
2022-08-28 12:49,Bus,3.2,0.13,2.0
2022-11-16 18:13,Bus,5.4,0.16,2.0
2022-09-07 16:51,Bus,0.6,0.03,2.0
2022-02-27 10:41,Bus,4.3,0.18,2.0
2022-05-01 09:10,Bus,2.5,0.08,2.0
2022-06-11 07:11,Bus,1.4,0.06,2.0
2022-09-19 19:53,Bus,1.3,0.09,2.0
2022-06-19 10:22,Bus,5.9,0.26,2.0
2022-09-06 09:42,Bus,2.9,0.12,2.0
2022-06-12 14:19,Bus,2.2,0.08,2.0
2022-06-20 20:45,Bus,0.7,0.04,2.0
2022-01-14 17:05,Bus,4.2,0.19,2.0
2022-06-07 07:30,Bus,2.2,0.11,2.0
2022-06-30 07:47,Bus,2.9,0.13,2.0
2022-06-09 21:57,Bus,3.5,0.14,2.0
2022-09-12 18:21,Bus,3.6,0.14,2.0
2022-01-31 13:41,Bus,4.1,0.15,2.0
2022-10-20 19:04,Bus,8.4,0.31,2.0
2022-07-09 17:38,Bus,1.3,0.05,2.0
2022-09-12 21:08,Bus,6.0,0.23,2.0
2022-07-04 09:23,Bus,2.1,0.12,2.0
2022-07-18 19:11,Bus,1.6,0.05,2.0
2022-09-26 07:59,Bus,2.2,0.14,2.0
2022-03-29 23:06,Bus,1.5,0.06,2.0
2022-08-05 22:17,Bus,2.6,0.09,2.0
2022-09-18 19:04,Bus,6.5,0.26,2.0
2022-05-03 08:17,Bus,3.4,0.13,2.0
2022-11-30 10:26,Bus,0.5,0.02,2.0
2022-06-22 20:57,Bus,3.5,0.12,2.0
2022-07-16 11:52,Bus,2.7,0.11,2.0
2022-08-11 18:53,Bus,1.3,0.07,2.0
2022-04-19 18:42,Bus,1.0,0.03,2.0
2022-03-02 18:47,Bus,9.5,0.39,2.0
2022-03-13 14:18,Bus,3.4,0.14,2.0
2022-11-01 20:19,Bus,1.9,0.09,2.0
2022-03-21 10:23,Bus,5.0,0.18,2.0
2022-05-16 18:39,Bus,2.2,0.09,2.0
2022-03-04 13:04,Bus,5.0,0.22,2.0
2022-08-02 13:12,Bus,1.1,0.03,2.0
2022-12-14 23:29,Bus,6.2,0.28,2.0
2022-06-24 21:14,Bus,4.4,0.19,2.0
2022-04-15 19:04,Bus,3.8,0.13,2.0
2022-08-12 21:14,Bus,4.1,0.15,2.0
2022-04-07 17:34,Bus,1.8,0.07,2.0
2022-08-02 22:51,Bus,1.6,0.06,2.0
2022-09-11 06:19,Bus,0.9,0.04,2.0
2022-02-28 20:04,Bus,2.1,0.07,2.0
2022-04-01 08:56,Bus,4.1,0.16,2.0
2022-07-27 19:47,Bus,1.9,0.08,2.0
2022-08-01 18:16,Bus,2.6,0.1,2.0
2022-11-05 16:17,Bus,4.1,0.16,2.0
2022-09-12 19:59,Bus,7.6,0.33,2.0
2022-12-26 09:57,Bus,5.6,0.17,2.0
2022-05-23 11:56,Bus,9.2,0.27,2.0
2022-04-28 09:24,Bus,2.5,0.08,2.0
2022-11-15 08:05,Bus,3.5,0.16,2.0
2022-05-19 12:03,Bus,1.3,0.05,2.0
2022-06-18 11:23,Bus,2.4,0.08,2.0
2022-05-04 17:09,Bus,1.2,0.05,2.0
2022-05-06 08:17,Bus,5.5,0.24,2.0
2022-11-29 09:19,Bus,6.9,0.31,2.0
2022-05-12 15:16,Bus,2.2,0.1,2.0
2022-05-26 19:42,Bus,4.6,0.2,2.0
2022-04-06 18:11,Bus,8.5,0.32,2.0
2022-08-26 16:17,Bus,2.3,0.09,2.0
2022-08-10 15:33,Bus,2.4,0.08,2.0
2022-09-30 19:47,Bus,6.4,0.39,2.0
2022-09-30 10:06,Bus,5.6,0.21,2.0
2022-07-30 21:38,Bus,3.4,0.17,2.0
2022-04-22 16:44,Bus,2.1,0.09,2.0
2022-02-26 15:04,Bus,4.0,0.19,2.0
2022-05-12 20:29,Bus,1.5,0.06,2.0
2022-08-18 19:51,Bus,0.6,0.02,2.0
2022-11-09 20:00,Bus,1.6,0.1,2.0
2022-06-23 18:51,Bus,1.3,0.05,2.0
2022-09-22 15:40,Bus,2.8,0.1,2.0
2022-02-21 21:11,Bus,1.9,0.05,2.0
2022-04-26 18:24,Bus,3.0,0.11,2.0
2022-03-31 14:18,Bus,3.0,0.1,2.0
2022-02-04 21:41,Bus,3.8,0.2,2.0
2022-11-29 19:30,Bus,2.1,0.1,2.0
2022-05-27 19:22,Bus,1.4,0.06,2.0
2022-08-29 13:50,Bus,0.6,0.04,2.0
2022-06-05 20:48,Bus,2.8,0.12,2.0
2022-12-24 15:37,Bus,2.5,0.17,2.0
2022-03-19 15:46,Bus,2.2,0.11,2.0
2022-07-27 20:32,Bus,5.9,0.37,2.0
2022-11-22 17:46,Bus,4.4,0.2,2.0
2022-07-21 18:00,Bus,2.3,0.08,2.0
2022-04-23 15:00,Bus,3.8,0.16,2.0
2022-08-02 09:30,Bus,3.1,0.12,2.0
2022-08-11 13:04,Bus,0.6,0.03,2.0
2022-08-27 23:31,Bus,3.8,0.19,2.0
2022-12-22 08:04,Bus,2.3,0.11,2.0
2022-09-15 14:24,Bus,1.8,0.08,2.0
2022-04-05 20:20,Bus,4.4,0.18,2.0
2022-09-13 08:49,Bus,1.2,0.05,2.0
2022-07-18 19:12,Bus,4.9,0.24,2.0
2022-07-14 20:23,Bus,4.3,0.2,2.0
2022-01-27 18:33,Bus,0.7,0.03,2.0
2022-06-16 13:21,Bus,4.8,0.21,2.0
2022-07-04 22:57,Bus,5.7,0.2,2.0
2022-07-26 20:12,Bus,4.8,0.17,2.0
2022-07-14 09:34,Bus,2.5,0.09,2.0
2022-06-21 08:07,Bus,2.4,0.09,2.0
2022-07-18 17:15,Bus,7.1,0.33,2.0
2022-11-02 20:19,Bus,5.8,0.33,2.0
2022-09-13 19:10,Bus,2.8,0.13,2.0
2022-07-11 20:26,Bus,5.5,0.29,2.0
2022-09-10 19:16,Bus,4.2,0.25,2.0
2022-07-22 21:19,Bus,4.3,0.14,2.0
2022-07-27 17:21,Bus,0.6,0.02,2.0
2022-05-31 09:12,Bus,4.2,0.14,2.0
2022-09-26 17:36,Bus,1.0,0.04,2.0
2022-04-19 07:03,Bus,5.6,0.22,2.0
2022-04-14 18:02,Bus,3.0,0.11,2.0
2022-08-14 22:35,Bus,2.2,0.12,2.0
2022-03-04 21:50,Bus,5.7,0.21,2.0
2022-05-31 20:47,Bus,8.3,0.34,2.0
2022-03-31 13:39,Bus,2.9,0.11,2.0
2022-09-26 10:53,Bus,1.0,0.03,2.0
2022-09-20 12:51,Bus,1.4,0.05,2.0
2022-03-05 19:41,Bus,2.5,0.1,2.0
2022-04-13 19:42,Bus,5.3,0.19,2.0
2022-07-23 22:09,Bus,4.9,0.15,2.0
2022-08-06 21:53,Bus,3.6,0.15,2.0
2022-06-27 14:09,Bus,2.6,0.08,2.0
2022-06-23 09:01,Bus,6.7,0.33,2.0
2022-12-09 08:35,Bus,2.6,0.12,2.0
2022-08-29 22:57,Bus,1.5,0.08,2.0
2022-05-28 12:57,Bus,0.7,0.04,2.0
2022-03-07 15:17,Bus,3.5,0.1,2.0
2022-04-06 09:11,Bus,8.3,0.34,2.0
2022-04-24 12:56,Bus,3.4,0.15,2.0
2022-02-17 19:07,Bus,3.2,0.16,2.0
2022-03-25 19:51,Bus,3.0,0.14,2.0
2022-08-16 21:01,Bus,1.8,0.07,2.0
2022-03-29 08:02,Bus,9.7,0.43,2.0
2022-07-28 18:02,Bus,1.0,0.04,2.0
2022-06-30 09:52,Bus,2.1,0.08,2.0
2022-07-27 14:57,Bus,1.9,0.06,2.0
2022-04-20 14:32,Bus,2.2,0.07,2.0
2022-04-18 09:52,Bus,1.4,0.07,2.0
2022-01-26 22:57,Bus,5.1,0.18,2.0
2022-06-07 19:43,Bus,1.7,0.06,2.0
2022-08-30 08:18,Bus,5.9,0.6,2.0
2022-10-09 13:38,Bus,3.3,0.12,2.0
2022-05-03 16:28,Bus,1.0,0.04,2.0
2022-02-04 17:45,Bus,0.9,0.03,2.0
2022-07-11 06:19,Bus,1.4,0.05,2.0
2022-06-16 08:51,Bus,1.7,0.08,2.0
2022-11-28 17:09,Bus,2.6,0.12,2.0
2022-02-19 09:59,Bus,8.0,0.26,2.0
2022-07-28 20:01,Bus,4.6,0.21,2.0
2022-09-27 17:14,Bus,3.1,0.12,2.0
2022-12-07 19:06,Bus,6.3,0.21,2.0
2022-08-10 12:13,Bus,5.6,0.27,2.0
2022-05-02 15:45,Bus,2.0,0.09,2.0
2022-09-08 15:41,Bus,5.4,0.21,2.0
2022-07-24 10:06,Bus,3.8,0.13,2.0
2022-09-24 14:36,Bus,2.1,0.06,2.0
2022-04-03 20:05,Bus,4.5,0.2,2.0
2022-01-04 20:59,Bus,9.1,0.6,2.0
2022-09-23 08:43,Bus,3.4,0.18,2.0
2022-07-19 20:25,Bus,1.1,0.05,2.0
2022-05-14 19:50,Bus,0.5,0.03,2.0
2022-07-06 21:56,Bus,1.9,0.09,2.0
2022-12-27 19:01,Bus,3.9,0.13,2.0
2022-10-21 17:18,Bus,3.3,0.17,2.0
2022-01-09 12:23,Bus,5.6,0.16,2.0
2022-01-26 19:10,Bus,1.9,0.07,2.0
2022-08-10 15:47,Bus,5.1,0.18,2.0
2022-05-06 18:24,Bus,1.5,0.06,2.0
2022-04-26 17:42,Bus,6.2,0.18,2.0
2022-04-29 20:04,Bus,4.3,0.15,2.0
2022-06-28 09:11,Bus,1.7,0.08,2.0
2022-05-24 10:48,Bus,2.6,0.08,2.0
2022-12-29 18:03,Bus,2.9,0.11,2.0
2022-06-07 09:08,Bus,2.2,0.08,2.0
2022-02-23 08:44,Bus,2.3,0.08,2.0
2022-10-07 13:24,Bus,2.6,0.09,2.0
2022-08-25 18:04,Bus,3.5,0.12,2.0
2022-09-25 16:42,Bus,2.0,0.08,2.0
2022-08-06 18:57,Bus,11.4,0.49,2.0
2022-10-06 19:44,Bus,6.8,0.21,2.0
2022-09-17 12:30,Bus,2.9,0.11,2.0
2022-04-02 13:06,Bus,2.2,0.1,2.0
2022-03-23 17:05,Bus,2.6,0.09,2.0
2022-07-13 09:03,Bus,7.4,0.36,2.0
2022-04-04 09:55,Bus,2.9,0.15,2.0
2022-10-30 14:13,Bus,5.8,0.27,2.0
2022-03-25 09:04,Bus,6.1,0.28,2.0
2022-03-13 18:49,Bus,1.2,0.05,2.0
2022-09-16 22:44,Bus,3.8,0.15,2.0
2022-08-20 12:06,Bus,2.3,0.1,2.0
2022-12-12 17:44,Bus,4.1,0.16,2.0
2022-06-18 10:05,Bus,2.6,0.08,2.0
2022-04-20 14:13,Bus,3.2,0.11,2.0
2022-07-26 21:35,Bus,2.8,0.1,2.0
2022-12-31 16:45,Bus,2.0,0.09,2.0
2022-07-02 22:04,Bus,1.9,0.07,2.0
2022-08-05 09:12,Bus,3.9,0.18,2.0
2022-09-07 15:15,Bus,0.8,0.03,2.0
2022-08-17 11:36,Bus,4.3,0.17,2.0
2022-12-08 17:44,Bus,1.2,0.04,2.0
2022-09-10 16:26,Bus,8.3,0.28,2.0
2022-12-05 22:54,Bus,6.1,0.28,2.0
2022-12-30 11:46,Bus,12.5,0.52,2.0
2022-09-15 21:17,Bus,0.9,0.04,2.0
2022-12-16 19:15,Bus,0.8,0.04,2.0
2022-11-17 07:49,Bus,4.0,0.17,2.0
2022-06-21 07:39,Bus,6.1,0.32,2.0
2022-07-06 15:29,Bus,3.3,0.12,2.0
2022-12-13 20:30,Bus,2.9,0.1,2.0
2022-08-15 15:19,Bus,7.2,0.3,2.0
2022-04-20 19:13,Bus,0.9,0.04,2.0
2022-06-21 20:36,Bus,4.9,0.18,2.0
2022-08-21 11:39,Bus,8.2,0.28,2.0
2022-03-24 18:09,Bus,7.6,0.29,2.0
2022-08-27 20:07,Bus,4.5,0.31,2.0
